epoch,train_loss,window_accuracy,window_balanced_accuracy,window_macro_precision,window_macro_f1,cell_accuracy,cell_balanced_accuracy,cell_macro_precision,cell_macro_f1,window_recall_AltBasket,window_recall_AltDTC,window_recall_ChC,window_recall_DTC,window_recall_ET,window_recall_IT,window_recall_ITC,window_recall_ITCperi,window_recall_L1,window_recall_L6CT,window_recall_MC,window_recall_NGC,window_recall_NMC,window_recall_NP,window_recall_OPC,window_recall_PV,window_recall_astrocyte,window_recall_microglia,window_recall_oligo,window_recall_thalamocortical,cell_recall_AltBasket,cell_recall_AltDTC,cell_recall_ChC,cell_recall_DTC,cell_recall_ET,cell_recall_IT,cell_recall_ITC,cell_recall_ITCperi,cell_recall_L1,cell_recall_L6CT,cell_recall_MC,cell_recall_NGC,cell_recall_NMC,cell_recall_NP,cell_recall_OPC,cell_recall_PV,cell_recall_astrocyte,cell_recall_microglia,cell_recall_oligo,cell_recall_thalamocortical,window_precision_AltBasket,window_precision_AltDTC,window_precision_ChC,window_precision_DTC,window_precision_ET,window_precision_IT,window_precision_ITC,window_precision_ITCperi,window_precision_L1,window_precision_L6CT,window_precision_MC,window_precision_NGC,window_precision_NMC,window_precision_NP,window_precision_OPC,window_precision_PV,window_precision_astrocyte,window_precision_microglia,window_precision_oligo,window_precision_thalamocortical,cell_precision_AltBasket,cell_precision_AltDTC,cell_precision_ChC,cell_precision_DTC,cell_precision_ET,cell_precision_IT,cell_precision_ITC,cell_precision_ITCperi,cell_precision_L1,cell_precision_L6CT,cell_precision_MC,cell_precision_NGC,cell_precision_NMC,cell_precision_NP,cell_precision_OPC,cell_precision_PV,cell_precision_astrocyte,cell_precision_microglia,cell_precision_oligo,cell_precision_thalamocortical
10,0.31251817798937953,0.6263240688726164,0.4211828031645084,0.3048320916601395,0.3148687606528053,0.8179871520342612,0.5006903300654464,0.551838179592625,0.4766871214131065,0.08309096603874894,0.19720830350751611,0.0,0.2372313703600335,0.301985444782025,0.6494034040196611,0.09704331450094161,0.24849291474203397,0.30716723549488056,0.7356969164112191,0.3536508404842107,0.2750079390282629,0.3251785335501662,0.11540385096274068,0.6443914081145584,0.8956700529772416,0.9995978767894483,0.8252631578947368,0.5266594124047879,0.1843303180624453,0.0,0.0,0.0,0.3333333333333333,0.5833333333333334,0.8869257950530035,0.07142857142857142,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,0.0,1.0,0.9714285714285714,1.0,1.0,0.3333333333333333,0.0,0.19313572542901716,0.04181369759059002,0.0,0.09762260250373263,0.3315542867781674,0.9292708657030424,0.2886673015517338,0.09235872664843159,0.11322988874361695,0.22191719290197567,0.5260591283145383,0.22549734402666388,0.17490904019979464,0.012589511014117165,0.27892561983471076,0.912815107464505,0.9397399062452745,0.27889013111088523,0.0333678042054464,0.09944586127640817,0.0,0.0,0.0,0.2,1.0,0.943609022556391,1.0,0.0,0.2,0.5483870967741935,0.8,0.6666666666666666,0.18181818181818182,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.0
11,0.31139411913747145,0.6257470507734683,0.4285132638375976,0.3137770705381741,0.32488494114156774,0.8244111349036403,0.5395374478599325,0.584519185957842,0.5080389390214103,0.0800930690411204,0.19541875447387258,0.0,0.25157689087356966,0.306224828658235,0.6482170993726922,0.12333333333333334,0.24191654270727314,0.34450913471190525,0.7222077006550547,0.35495398031357317,0.28828199428389967,0.30877465884182986,0.14228557139284823,0.7303102625298329,0.8962851445465188,0.9995978767894483,0.8285714285714286,0.5092491838955386,0.16994455792238108,0.0,0.0,0.0,0.6666666666666666,0.5833333333333334,0.8869257950530035,0.14285714285714285,0.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.0,1.0,0.9714285714285714,1.0,1.0,0.3333333333333333,0.0,0.20388404806651858,0.04129793510324484,0.0,0.09911375981351571,0.3327089602653074,0.9306111741707656,0.2670989844610302,0.09452142791594016,0.10942016663832682,0.2342775214035376,0.5554857245465973,0.2083543722745008,0.1792594822396147,0.010496315221501766,0.31368528959507946,0.9126921988968137,0.9630404463040446,0.3735593220338983,0.02499332443257677,0.107263886842493,0.0,0.0,0.0,0.3333333333333333,1.0,0.943609022556391,1.0,0.0,0.2727272727272727,0.5483870967741935,0.8888888888888888,1.0,0.2,0.0,1.0,0.918918918918919,1.0,1.0,1.0,0.0
12,0.31033358042038833,0.6234806358665211,0.4297668235014251,0.30535659890489464,0.3108654395035283,0.8244111349036403,0.5642868212935165,0.5940700947299916,0.5200503886347144,0.0808984742046624,0.19810307802433785,0.0,0.25794027351381527,0.3151134035186886,0.6452316597161021,0.09939736346516008,0.21827291943944258,0.36364853108478884,0.7330513509017893,0.3231540901379361,0.2832645284217212,0.3440806995215537,0.13715928982245562,0.720763723150358,0.8954021905196532,0.9995978767894483,0.8342857142857143,0.5255712731229597,0.19063320688648963,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.07142857142857142,0.0,1.0,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.2169036050626837,0.03668721415788427,0.0,0.09748739478070083,0.3389523925335928,0.9306821695210774,0.28928473554398465,0.10232694707479997,0.11592038739680441,0.23048703950907534,0.5663377429223941,0.26809329165664825,0.17432474386836386,0.011111673841478856,0.20093147039254824,0.9142776826686386,0.9465747686683675,0.22644897959183674,0.03435033070194154,0.10059280930017707,0.0,0.0,0.0,0.3333333333333333,1.0,0.9471698113207547,1.0,0.0,0.2727272727272727,0.5483870967741935,1.0,1.0,0.21428571428571427,0.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.0
13,0.3093929448983415,0.6281169907289401,0.4256837536985809,0.32308023314975526,0.33003521600731284,0.8179871520342612,0.5254397034990304,0.5352512577425453,0.48915002016409376,0.07385117902366996,0.2029348604151754,0.0,0.24203181691320122,0.3195364940295344,0.6539012415437141,0.09531073446327684,0.22985986064354497,0.2955229873519374,0.7135818897575427,0.32599804938817994,0.2982534137821531,0.3766291922977209,0.1646661665416354,0.7064439140811456,0.8974359610309728,0.9995978767894483,0.8318796992481203,0.4766050054406964,0.18395097753136855,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.0,0.0,0.6666666666666666,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.3333333333333333,0.0,0.21257003026595403,0.037638155929503134,0.0,0.10347707801350739,0.343950594749171,0.9300131239760949,0.29763585038814394,0.09221395144319859,0.11644341314207363,0.24779951369252604,0.5385323585161116,0.22573667259529875,0.17781041715347554,0.010474577080002863,0.4625,0.9126194247434953,0.9508836355290338,0.34845049130763417,0.032715864953689874,0.09705927636643571,0.0,0.0,0.0,0.3333333333333333,1.0,0.943609022556391,0.0,0.0,0.2,0.5483870967741935,1.0,1.0,0.2,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.0
14,0.30853459217500845,0.6363791969920818,0.4330903129784691,0.3295721278324,0.3377675532051572,0.8244111349036403,0.5401640142759726,0.6067836969172781,0.5243635493229677,0.08181574119647411,0.20740873299928417,0.0,0.23125872174155734,0.3135730940436657,0.6653847829723116,0.107984934086629,0.22171768574336492,0.3236967141805528,0.7172650872482158,0.3576094350601985,0.31787869164814225,0.3227038110726154,0.15941485371342837,0.7004773269689738,0.8975376495565388,0.9995576644683931,0.8333834586466166,0.5712731229597389,0.1987744382842136,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.8869257950530035,0.07142857142857142,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.3333333333333333,0.20541481772734932,0.038420738579858116,0.0,0.10394139341177651,0.36658902050189157,0.9289916675497573,0.27679088627148096,0.10702947845804989,0.11216752081255943,0.24772055182752517,0.5575318485580302,0.22984019103600295,0.1802527646129542,0.012410691689216812,0.5047291487532244,0.9135085057668569,0.9649081945576646,0.39066685464542505,0.029535864978902954,0.0914202890770738,0.0,0.0,0.0,0.2,1.0,0.9471698113207547,1.0,0.0,0.2,0.5483870967741935,0.8,0.6666666666666666,0.2222222222222222,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
15,0.3077371490077972,0.6323619301688489,0.4370703499645643,0.3243029819985822,0.3314116174656326,0.8244111349036403,0.5505023601406343,0.5894904638345713,0.5189053194841051,0.08239742270347666,0.2106299212598425,0.0,0.2410828914317611,0.3150427471207518,0.6636973911136786,0.11883239171374764,0.2437172160025053,0.32690892056481297,0.716306663815159,0.27683115733569374,0.312035566846618,0.3788917957057673,0.16379094773693423,0.7255369928400954,0.895761820671045,0.9996783014315587,0.8372932330827068,0.6050054406964092,0.19089582725415816,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.14285714285714285,0.0,0.6666666666666666,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.21364348280062648,0.03692085699049531,0.0,0.10220791821473366,0.3335926978901691,0.9288239847277642,0.2797357804672607,0.0930281206108239,0.11688280614442265,0.24881826936304857,0.5854000935891437,0.23965853658536584,0.17684201262842936,0.011910065368984734,0.4225156358582349,0.9154076022902679,0.9529285495246856,0.36626759636889883,0.030616740088105728,0.10655590846160111,0.0,0.0,0.0,0.3333333333333333,1.0,0.9471698113207547,1.0,0.0,0.2,0.5483870967741935,1.0,1.0,0.2,0.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.0
16,0.3069623889516504,0.6426942249520939,0.4365109390893488,0.32956213513865,0.33804798029291033,0.8265524625267666,0.5820166582534073,0.6586266519784525,0.5519463976931559,0.07096514385431116,0.21420901932712957,0.0,0.24147362545353057,0.31409595138839824,0.6776217121861879,0.10749529190207156,0.2660299068347295,0.34056079769791875,0.7138987239502887,0.3189004450345455,0.28961575103207365,0.36774376016403876,0.14416104026006502,0.720763723150358,0.9018904144923511,0.9995576644683931,0.8306766917293233,0.5941240478781284,0.17992413189378464,0.0,0.5,0.0,0.6666666666666666,0.5833333333333334,0.8904593639575972,0.07142857142857142,0.25,0.6666666666666666,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.21082015153529177,0.03789773626721545,0.0,0.10109602486504171,0.3237727603787327,0.9282394303824278,0.27504457186912734,0.0878058864570144,0.11334580604926722,0.24914995604650778,0.5415072020040359,0.2742197366047267,0.17875923698229937,0.013562791135369125,0.46001523229246,0.9096765155438146,0.964945652173913,0.4385519212448396,0.03577981651376147,0.11749013928850441,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.9473684210526315,1.0,1.0,0.2,0.5666666666666667,1.0,1.0,0.21428571428571427,0.0,1.0,0.918918918918919,1.0,1.0,1.0,0.0
17,0.3062777812766244,0.6320682654893682,0.4399911410153486,0.3306577474789799,0.337832983004481,0.8308351177730193,0.5945479865742094,0.6210306775403728,0.5531355246985526,0.07532775515683028,0.20651395848246243,0.0,0.22087636059168295,0.32664452766197977,0.6617148286675297,0.11875706214689266,0.2286072183512096,0.35347654420129826,0.7089085854145379,0.28052748477621237,0.30663702762781836,0.396733366329633,0.1970492623155789,0.7434367541766109,0.8987058274965773,0.9995978767894483,0.837593984962406,0.6039173014145811,0.19480595272833381,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.8904593639575972,0.14285714285714285,0.0,1.0,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.20020216434772267,0.04164260969976905,0.0,0.106322379557729,0.35537482319660535,0.9286516000623337,0.2754433476019918,0.10291837022416467,0.11573435000766888,0.2590007379433086,0.5542816426998316,0.3003234635481463,0.17435212230439376,0.010566543747904793,0.4737642585551331,0.9133532967337659,0.9514659725943505,0.350446709450107,0.03962304562004712,0.1290297642056436,0.0,0.5,0.0,0.3333333333333333,1.0,0.9473684210526315,1.0,0.0,0.2727272727272727,0.5604395604395604,1.0,1.0,0.21428571428571427,0.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.0
18,0.3056021124098367,0.6226483109743975,0.43104326166107193,0.34069049117194133,0.34522720006398455,0.8265524625267666,0.566949728561687,0.6023529025606588,0.5296558952989339,0.09937804823482035,0.23246241947029347,0.0,0.2402456042422551,0.3247791987564474,0.6413614110840772,0.12903954802259887,0.24418695686213107,0.3625777956233688,0.716441318347076,0.32318687352986974,0.33451889488726577,0.32199674750760093,0.1800450112528132,0.6408114558472554,0.9025898331316098,0.9994370275052276,0.8312781954887218,0.49510337323177367,0.17038225853516195,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.14285714285714285,0.0,1.0,1.0,0.4375,0.6666666666666666,0.5,0.0,1.0,0.9714285714285714,1.0,1.0,0.3333333333333333,0.0,0.2231151740418906,0.03310903807921701,0.0,0.10020954598370198,0.3735797532549861,0.9351049767913683,0.24638619201725998,0.09200047194855761,0.10665144386921517,0.2475687896363243,0.5607969736617555,0.234537115376052,0.1793360549218309,0.009854576561163387,0.6244186046511628,0.9105619248264784,0.9680233690360273,0.4641477749790092,0.04780918356624987,0.11590836906463395,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.943609022556391,1.0,0.0,0.2727272727272727,0.5604395604395604,0.875,1.0,0.18181818181818182,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.0
19,0.3050418352664352,0.6247340726094169,0.43177991056842013,0.34094888533394885,0.3473027267484281,0.8308351177730193,0.5746251671581781,0.5956075310778558,0.5351900202103881,0.09385207391829611,0.20239799570508232,0.0,0.23600334914875803,0.3085423585105631,0.642609560997002,0.12858757062146892,0.21216628826430753,0.3726159405741819,0.7508019865503885,0.3378902248121102,0.3166084471260718,0.33955549270546087,0.14678669667416855,0.6992840095465394,0.8975178078930137,0.9995174521473379,0.8372932330827068,0.48639825897714906,0.19538955354537496,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.14285714285714285,0.0,1.0,1.0,0.5,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.2145231398619279,0.04064105788925222,0.0,0.10561550759392486,0.3629623472695537,0.932815699188659,0.24772339730798534,0.10921254130732651,0.11447368421052631,0.22795330694383656,0.5690407177363699,0.2793812699658129,0.18043935674565403,0.011013339837520404,0.5672797676669894,0.9145733977299436,0.9632988412200132,0.49161221967155216,0.04097158570119157,0.10449764349698805,0.0,0.0,0.0,0.3333333333333333,1.0,0.9507575757575758,1.0,0.0,0.2727272727272727,0.5425531914893617,1.0,1.0,0.2727272727272727,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.0
20,0.3044768789828401,0.6342501280658469,0.438543123921383,0.32296784826123087,0.33183114191615537,0.8244111349036403,0.5561707935917531,0.6000036782238999,0.5300004726161321,0.09174907154682536,0.208840372226199,0.0,0.22305330728439854,0.3204267646435385,0.6651746496254848,0.10941619585687383,0.23385265795036406,0.32362979321421403,0.7112373167312216,0.2832403104587216,0.30644649094950777,0.40554809210681375,0.19367341835458865,0.7076372315035799,0.8988323181015496,0.9995576644683931,0.8369924812030075,0.6213275299238302,0.1916836883571637,0.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.8904593639575972,0.14285714285714285,0.0,0.6666666666666666,1.0,0.3125,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.21597851274489152,0.04075716830230852,0.0,0.10484611549864875,0.3463312561094819,0.9296697813439572,0.2773931725948914,0.0919246630147104,0.11840752166887028,0.26263096011091025,0.5452752488994778,0.2841410988752135,0.17271942503814341,0.011274392063526723,0.3238667394866193,0.9132631589558012,0.9543133566245633,0.3838620689655172,0.04402806692883029,0.11570640973702288,0.0,0.5,0.0,0.2,1.0,0.9473684210526315,1.0,0.0,0.2,0.5604395604395604,0.8333333333333334,1.0,0.1875,0.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.0
21,0.3039255620643969,0.6279949054127515,0.44312758817345616,0.33706115196527986,0.3463399504329359,0.828693790149893,0.5707091270579274,0.5905769516764292,0.5435728316127455,0.13750055930914135,0.2294201861130995,0.0,0.21177783979905107,0.32750653571680916,0.6490196822558905,0.136045197740113,0.23800203554372504,0.30904102255236565,0.7287582475900799,0.3204658519993771,0.3309622102254684,0.310683730467369,0.1867966991747937,0.7362768496420048,0.9013001250024802,0.9995576644683931,0.835187969924812,0.6387377584330794,0.19238400933761307,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.21428571428571427,0.0,0.6666666666666666,1.0,0.4375,0.6666666666666666,0.5,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.227815256875973,0.037506216904128024,0.0,0.11027466937945066,0.3546225173669553,0.9323513377082282,0.27770730019605583,0.08996212121212122,0.11446275870615938,0.2487482155989099,0.5787596210775607,0.23892709766162312,0.18539041404140413,0.010621734030073585,0.4854445318646735,0.9119304779016894,0.9625169409486931,0.47962003454231433,0.03729351969504447,0.12020712162925958,0.0,0.5,0.0,0.3333333333333333,1.0,0.9471698113207547,1.0,0.0,0.2,0.5543478260869565,0.875,0.6666666666666666,0.2,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.0
22,0.3034464394665453,0.6229502246617288,0.4392843041791027,0.34860513501963264,0.3516110302700793,0.8222698072805139,0.5588043651531656,0.5850906086031944,0.5200445516968806,0.08367264754575149,0.21599856836077308,0.0,0.2206530840078147,0.3025789585246944,0.6422391921883807,0.11,0.23056447193298363,0.3509335474804256,0.7284176508328779,0.3529705851015875,0.30174658621784695,0.3318249310613024,0.1889222305576394,0.7637231503579952,0.896567888251751,0.9996380891105034,0.8336842105263158,0.602829162132753,0.1894368252115553,0.0,0.5,0.0,0.3333333333333333,0.5833333333333334,0.8869257950530035,0.07142857142857142,0.0,1.0,1.0,0.4375,0.6666666666666666,0.5,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.22555937518846872,0.034295618571347386,0.0,0.10425127907590062,0.3697780847940592,0.9335285152147886,0.2893589616565937,0.09726212886819248,0.11177185242023148,0.24893819179951113,0.5254700520992204,0.24813286676763985,0.1769229802581148,0.010263481432676046,0.631163708086785,0.9160618531620934,0.9749009765088827,0.581986143187067,0.04350215940321948,0.10034933687822672,0.0,0.25,0.0,0.2,1.0,0.9507575757575758,1.0,0.0,0.2727272727272727,0.5543478260869565,0.7777777777777778,1.0,0.16666666666666666,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.0
23,0.3029906800815844,0.6339511015312633,0.4422367797979509,0.33267351193236844,0.3419398801076137,0.8308351177730193,0.5790111320704588,0.6401018407617375,0.5549763398764551,0.08913150476531388,0.19899785254115962,0.0,0.23471950879151549,0.3297816717303752,0.659274751810731,0.10694915254237287,0.2798089720504188,0.3002743759619889,0.7365998938605455,0.34896281543769925,0.32550015878056526,0.3207476018760753,0.16879219804951237,0.7315035799522673,0.8958585487807298,0.9995576644683931,0.8390977443609022,0.6365614798694232,0.20037934053107676,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.14285714285714285,0.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.3333333333333333,0.21054856780467182,0.04508229952160869,0.0,0.10022882204319015,0.3174367833290259,0.9300439103075704,0.29561188902191454,0.09263867288750648,0.12174078194101527,0.24510682487888963,0.5622565267341899,0.2809450718123013,0.18098999893605702,0.011961086598266972,0.44549418604651164,0.9170684520409174,0.974975485389292,0.4324240545567266,0.038880765652000535,0.11736254721334449,0.0,0.0,0.0,0.3333333333333333,1.0,0.9471698113207547,1.0,0.0,0.2727272727272727,0.5483870967741935,0.8888888888888888,1.0,0.2,0.0,1.0,0.9714285714285714,1.0,1.0,1.0,1.0
24,0.30257228865988073,0.6125106927764263,0.43552906276828923,0.3377184869131861,0.33961729019838716,0.8265524625267666,0.58621664585492,0.6386281118355145,0.5460164694194259,0.10855071815293749,0.22297780959198282,0.0,0.23148199832542563,0.3131350243764573,0.6259310172281233,0.11239171374764595,0.25013700775072417,0.3224921367864552,0.7371068285689392,0.27732290821469846,0.32759606224198157,0.37578071601970353,0.18979744936234058,0.6312649164677804,0.900888410484335,0.9995576644683931,0.838796992481203,0.6191512513601741,0.19069156696819375,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.07142857142857142,0.25,0.6666666666666666,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.22728124414465056,0.03736131934032984,0.0,0.10165710643722116,0.3839117101820891,0.9367457524437779,0.2956797463337297,0.10058240201479617,0.11380059509752988,0.24286545693698114,0.5678778215993958,0.24244418331374853,0.17796231806411286,0.0093436084301753,0.5166015625,0.9116809188316822,0.9703322012725925,0.4311330963054568,0.05319248387398336,0.09619772422828375,0.0,0.25,0.0,0.3333333333333333,1.0,0.9543726235741445,1.0,1.0,0.2,0.5543478260869565,1.0,0.6666666666666666,0.23076923076923078,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.0
25,0.30214937536744374,0.6330333994078862,0.44353005018121133,0.3403988480718329,0.3492691055656199,0.8244111349036403,0.5505023601406343,0.5789810901673028,0.5150205232549451,0.09356123316479485,0.21492483894058698,0.0,0.22924923248674295,0.33373843001483783,0.6584110264486902,0.12378531073446328,0.2351835903859704,0.33125878337683196,0.720583925417231,0.3354806455049872,0.3170530327087964,0.33917839213745316,0.1991747936984246,0.7422434367541766,0.8977856703506022,0.9995576644683931,0.8381954887218045,0.6245919477693145,0.1931135103589145,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.8869257950530035,0.14285714285714285,0.0,1.0,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.212618841832325,0.04068014768146869,0.0,0.10500076698880197,0.3495397093212563,0.9317732451743289,0.2863428446961446,0.09938792390405293,0.11296985188397198,0.2588990961455274,0.5526333553848438,0.2517270939438253,0.17945232810434697,0.011341064906772603,0.5052802599512591,0.9152881799930211,0.9795476040353089,0.519284516489659,0.04623811825358466,0.10957316467432697,0.0,0.0,0.0,0.2,1.0,0.9471698113207547,1.0,0.0,0.2727272727272727,0.5483870967741935,0.8571428571428571,1.0,0.23076923076923078,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.0
26,0.30173230797497347,0.6460284739252986,0.4463579737492581,0.34586790386981214,0.35534526383668474,0.8308351177730193,0.5616532497321041,0.6284794835017646,0.5442481226680816,0.10172714662848449,0.20937723693629207,0.0,0.2187552330449344,0.31673850067123577,0.6800786559337019,0.12391713747645951,0.24653566116025993,0.3226259787191327,0.7196492645486301,0.35239687574274875,0.30663702762781836,0.32883169530274103,0.17054263565891473,0.7923627684964201,0.8984354848310482,0.9995576644683931,0.8330827067669173,0.6583242655059848,0.2012255617157864,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.8904593639575972,0.14285714285714285,0.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.3333333333333333,0.22651190594799242,0.04368442668857111,0.0,0.10726994032955603,0.30263424381945103,0.9287947210557889,0.2823428448830723,0.08833099579242637,0.11881114917317692,0.2588395169354632,0.5395261876678294,0.2906857727737973,0.18179922860419057,0.014453133278233412,0.5429272281275552,0.9145308208111165,0.9801656151419559,0.602697998259356,0.04265970949090396,0.10482473474599459,0.0,0.0,0.0,0.2,1.0,0.9473684210526315,1.0,0.0,0.2727272727272727,0.5543478260869565,0.8,1.0,0.2222222222222222,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0
27,0.30138877244257845,0.6316574648984093,0.4389401088593732,0.32457402482480896,0.33327170416251695,0.8222698072805139,0.5329585004915114,0.5749541229824409,0.5074232216175678,0.09544051187972616,0.2095561918396564,0.0,0.21998325425620988,0.30708683671306436,0.6583723731574679,0.10983050847457627,0.24254286385344084,0.3175399852773874,0.7426118226679023,0.2958209371132584,0.3092410288980629,0.3849725423648919,0.15753938484621155,0.6801909307875895,0.8968853548681521,0.9995576644683931,0.8421052631578947,0.6626768226332971,0.2079077910709075,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.8869257950530035,0.14285714285714285,0.0,0.6666666666666666,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.21208053691275167,0.04327420546932742,0.0,0.1084181568088033,0.31664918109226553,0.9312322996159967,0.29418886198547217,0.0984930374515165,0.1177887002283785,0.24059166343752966,0.5402161223695633,0.2691244749060358,0.17462981771529373,0.012604159372592955,0.4351145038167939,0.91678582293885,0.9691593886462883,0.3242241778601204,0.0531459987782529,0.10918536226553881,0.0,0.0,0.0,0.2,1.0,0.9471698113207547,1.0,0.0,0.2,0.5483870967741935,0.8571428571428571,1.0,0.2,0.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.0
28,0.3010370463428969,0.6292842253397972,0.4434984893014849,0.336157521966299,0.34444801183845597,0.8265524625267666,0.5906026107672007,0.607401923019772,0.5374713267016344,0.10767819589243366,0.23711524695776665,0.0,0.22634663689645548,0.3075390376598601,0.6520746978366807,0.11137476459510358,0.23079934236279653,0.3682660777621629,0.7371939579719443,0.3286535041348053,0.3230866941886313,0.3374578707959179,0.17866966741685422,0.7601431980906921,0.898931526419175,0.9995576644683931,0.838796992481203,0.5995647442872688,0.18322147651006712,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.07142857142857142,0.0,1.0,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.21449262444850484,0.03487392746223088,0.0,0.10559895833333334,0.3673328157175168,0.9331581350535351,0.2828447080204697,0.09788491549623136,0.10766130610008999,0.24551481081879598,0.5709648023692904,0.2616769547325103,0.17742035414678875,0.010918899093784861,0.42924528301886794,0.9152136639908691,0.9714319212130686,0.4818590186592951,0.05547724526782118,0.12342257341667649,0.0,0.25,0.0,0.3333333333333333,1.0,0.9507575757575758,1.0,0.0,0.25,0.5543478260869565,1.0,1.0,0.23076923076923078,0.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.0
29,0.30069627677372435,0.6289245685975119,0.4478777396184029,0.3238155219066008,0.332687102459381,0.8222698072805139,0.5467429616443936,0.5726984838846965,0.5066707857814274,0.0869166405655734,0.20150322118826056,0.0,0.2494557633268211,0.33834522716031934,0.6537360865721278,0.11435028248587571,0.22367493932513896,0.3056280532690892,0.7207185799491481,0.2928786276872137,0.3237218164496666,0.3849018360083905,0.21005251312828208,0.8138424821002387,0.8983883608801762,0.9995978767894483,0.8345864661654135,0.6605005440696409,0.19687773562882988,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8869257950530035,0.07142857142857142,0.0,0.6666666666666666,1.0,0.375,0.6666666666666666,0.75,0.0,1.0,0.9714285714285714,1.0,1.0,0.6666666666666666,0.0,0.2301813011020263,0.04309223115193264,0.0,0.10671983952622027,0.35844424150785215,0.9323671594427477,0.296962879640045,0.10173414521240608,0.11285460116635367,0.2624618162623061,0.5644091354202861,0.23055002713949702,0.1748707021169517,0.010309657940277625,0.2919520547945205,0.9147969491867866,0.9671997198552585,0.3783231083844581,0.051951386511468675,0.12331395986402018,0.0,0.0,0.0,0.3333333333333333,1.0,0.9471698113207547,1.0,0.0,0.2,0.5483870967741935,1.0,0.6666666666666666,0.21428571428571427,0.0,1.0,0.9714285714285714,1.0,1.0,1.0,0.0
