epoch,train_loss,window_accuracy,window_balanced_accuracy,window_macro_precision,window_macro_f1,cell_accuracy,cell_balanced_accuracy,cell_macro_precision,cell_macro_f1,window_recall_astrocyte,window_recall_microglia,window_recall_oligo,window_recall_putative_cge,window_recall_putative_parvalbumin,window_recall_putative_somatostatin,window_recall_pyramidal,window_recall_thalamocortical,cell_recall_astrocyte,cell_recall_microglia,cell_recall_oligo,cell_recall_putative_cge,cell_recall_putative_parvalbumin,cell_recall_putative_somatostatin,cell_recall_pyramidal,cell_recall_thalamocortical,window_precision_astrocyte,window_precision_microglia,window_precision_oligo,window_precision_putative_cge,window_precision_putative_parvalbumin,window_precision_putative_somatostatin,window_precision_pyramidal,window_precision_thalamocortical,cell_precision_astrocyte,cell_precision_microglia,cell_precision_oligo,cell_precision_putative_cge,cell_precision_putative_parvalbumin,cell_precision_putative_somatostatin,cell_precision_pyramidal,cell_precision_thalamocortical
0,0.10059568177639543,0.9218500711883293,0.8763721627281404,0.8651737800542993,0.8690771856459539,0.9849785407725322,0.970407491059665,0.9734820900220684,0.9719181277209472,0.9999597180261833,0.8595539481615431,0.9303590859630033,0.5981826603454853,0.9542267059252516,0.8399521754153115,0.952082666432368,0.8766603415559773,1.0,1.0,1.0,0.8787878787878788,0.9714285714285714,0.9130434782608695,1.0,1.0,0.9995168304074731,0.9844666896789782,0.9354485776805251,0.6036846085103458,0.9502173698251161,0.7195457706113397,0.9736084329363037,0.7549019607843137,1.0,1.0,1.0,0.90625,0.9714285714285714,0.9130434782608695,0.997134670487106,1.0
1,0.08157882614203187,0.9129509110042713,0.8730670636092888,0.8590850070467612,0.8627773517947457,0.9871244635193133,0.9741953698475437,0.9730113636363636,0.9735268970930395,1.0,0.8577456298975287,0.8835690968443961,0.6788322162279985,0.9407003539722031,0.8083177482957007,0.9384775795319722,0.8768938841045103,1.0,1.0,1.0,0.9090909090909091,0.9714285714285714,0.9130434782608695,1.0,1.0,0.9996375936216477,0.9944095038434662,0.9666666666666667,0.5281936855048575,0.9638658025162028,0.702643560344211,0.9777935114726162,0.7394697324044214,1.0,1.0,1.0,0.9090909090909091,1.0,0.875,1.0,1.0
2,0.07158858285406686,0.9266904648907414,0.8730000904706987,0.8725282718393013,0.8700861198785987,0.9892703862660944,0.9796301524562394,0.9771875,0.9781563545150501,1.0,0.8550331525015069,0.8879216539717084,0.6202318674731623,0.9379767276299241,0.8311112086128128,0.9620749677583464,0.8896511458181288,1.0,1.0,1.0,0.9090909090909091,0.9714285714285714,0.9565217391304348,1.0,1.0,0.9999597196487553,0.9867826086956522,0.9819494584837545,0.6311954969568412,0.9624694563225412,0.7540754378980892,0.9710386603899837,0.6927553363187925,1.0,1.0,1.0,0.9375,1.0,0.88,1.0,1.0
3,0.06477132872210062,0.9274019354971834,0.8718495045572359,0.8797039429558859,0.8741696338059667,0.9849785407725322,0.970407491059665,0.976697399068323,0.9734991359290599,0.9999597180261833,0.8580470162748643,0.9075081610446137,0.6011048444226472,0.951183090695765,0.8254238124749771,0.9626451488830164,0.8689242446358196,1.0,1.0,1.0,0.8787878787878788,0.9714285714285714,0.9130434782608695,1.0,1.0,0.9999194392975107,0.9875130072840791,0.9800235017626322,0.6468678072451657,0.9521538110089192,0.7486656021330468,0.9702200705206565,0.7522683043950767,1.0,1.0,1.0,0.90625,1.0,0.9130434782608695,0.9942857142857143,1.0
4,0.05990777118894752,0.9221467923983245,0.8612163752612095,0.856305235690847,0.8573565515494568,0.9849785407725322,0.970407491059665,0.976697399068323,0.9734991359290599,0.9994763343403826,0.8577456298975287,0.8324265505984766,0.6254427551632064,0.944150776779225,0.8085097047709411,0.9563829872206927,0.8655962633192235,1.0,1.0,1.0,0.8787878787878788,0.9714285714285714,0.9130434782608695,1.0,1.0,0.9996374038112888,0.9847750865051903,0.8614864864864865,0.5921807886284778,0.957879610731803,0.7343362391033624,0.9717805046308291,0.748365765629338,1.0,1.0,1.0,0.90625,1.0,0.9130434782608695,0.9942857142857143,1.0
5,0.056215417820412665,0.9181519922415038,0.8676578395872676,0.8603439530629715,0.8611725230773825,0.9892703862660944,0.9796301524562394,0.9771875,0.9781563545150501,1.0,0.8595539481615431,0.8520130576713819,0.6158043158410986,0.9437712550757927,0.8355426609555044,0.9479040006684882,0.8866734783243322,1.0,1.0,1.0,0.9090909090909091,0.9714285714285714,0.9565217391304348,1.0,1.0,0.9996778480248057,0.9777168323620158,0.969059405940594,0.5799839615076183,0.9575114381634512,0.7109716259100243,0.973625419360376,0.7142050932348861,1.0,1.0,1.0,0.9375,1.0,0.88,1.0,1.0
6,0.05342169864376479,0.9182188473680952,0.8602747340187032,0.8684600609921772,0.8619542558435127,0.9871244635193133,0.9741953698475437,0.9774086322298606,0.9757758641873794,0.9994763343403826,0.8595539481615431,0.8324265505984766,0.6421993351860934,0.9473308213792265,0.7956595898712795,0.9498805876060564,0.8556707050065684,1.0,1.0,1.0,0.9090909090909091,0.9714285714285714,0.9130434782608695,1.0,1.0,0.9996776792908945,0.9793956043956044,0.9973924380704041,0.550720235522273,0.9539708192929386,0.7410822380351552,0.9732987994784666,0.7521426738516808,1.0,1.0,1.0,0.9090909090909091,1.0,0.9130434782608695,0.997134670487106,1.0
7,0.051111817702594396,0.9222375833109795,0.8674151504196561,0.8690539957678138,0.8659018088532939,0.9871244635193133,0.9758422736683606,0.976577317681856,0.9758736491017403,0.9994763343403826,0.8586497890295358,0.8618063112078346,0.6092924091330173,0.9477153041506775,0.8279740913603133,0.9545937981743144,0.8798131659611735,1.0,1.0,1.0,0.8787878787878788,0.9714285714285714,0.9565217391304348,1.0,1.0,0.9994763343403826,0.9933751743375174,0.974169741697417,0.5972504139736126,0.952723056206673,0.7422173058013766,0.9718354790645771,0.7213844607209536,1.0,1.0,1.0,0.9354838709677419,1.0,0.88,0.997134670487106,1.0
8,0.0493224240838076,0.9216396013453563,0.8578757719204171,0.8744757887101371,0.864186301447842,0.9892703862660944,0.9779832486354225,0.9781010230179028,0.9779904823707549,0.9994763343403826,0.8553345388788427,0.8411316648531012,0.6346656857936898,0.9355209989606562,0.7957199190492121,0.958856639384401,0.8423003941030507,1.0,1.0,1.0,0.9393939393939394,0.9714285714285714,0.9130434782608695,1.0,1.0,0.9997582399871061,0.9975395430579965,0.9872286079182631,0.5942939514354418,0.9610136452241715,0.7287823990355636,0.9703502199561642,0.7568397030663904,1.0,1.0,1.0,0.9117647058823529,1.0,0.9130434782608695,1.0,1.0
9,0.047831727611939476,0.9199397478488744,0.8598235111022725,0.8632996497741354,0.858026841318264,0.9763948497854077,0.9190240918501789,0.9736220966729441,0.9408700297287254,0.9994763343403826,0.8589511754068716,0.8291621327529923,0.5703367663887526,0.9471001317163559,0.8297126685789188,0.9544604691828776,0.889388410451029,1.0,1.0,0.6666666666666666,0.7575757575757576,0.9714285714285714,0.9565217391304348,1.0,1.0,0.9996776792908945,0.9965034965034965,0.9694656488549618,0.6160467939521024,0.9502823621353497,0.7093077774235292,0.9710164313981159,0.6940970086346342,1.0,1.0,1.0,0.9259259259259259,1.0,0.88,0.9830508474576272,1.0
10,0.04662375016409856,0.9146202257392237,0.8501713851252412,0.866123988136024,0.8554343252107435,0.9871244635193133,0.9379634857895727,0.9768293338108882,0.9529770144863557,0.999436052366566,0.85623869801085,0.7878128400435256,0.6036047081902893,0.9512376624439709,0.8163031376656996,0.9450506373678768,0.8416873449131513,1.0,1.0,0.6666666666666666,0.9090909090909091,0.9714285714285714,0.9565217391304348,1.0,1.0,0.9997582302453963,0.993704092339979,0.9770580296896086,0.5542739907677295,0.947210468985039,0.7062047172362746,0.9721283842502207,0.778653991573944,1.0,1.0,1.0,0.9375,1.0,0.88,0.997134670487106,1.0
11,0.0457305082614421,0.9176435631306358,0.8664234844925776,0.8652133040471489,0.8634662143656655,0.9849785407725322,0.9720543948804818,0.9759523809523809,0.9735246840524341,0.9994763343403826,0.8568414707655214,0.8781284004352558,0.6062067462263637,0.9509201540907727,0.8120087970910367,0.9490437484985128,0.8787622244927747,1.0,1.0,1.0,0.8484848484848485,0.9714285714285714,0.9565217391304348,1.0,1.0,0.999838813668601,0.9978939978939979,0.9829476248477467,0.5710985478043803,0.9477628176284729,0.7244826556926224,0.9723850083570195,0.7252969664843505,1.0,1.0,1.0,0.9333333333333333,1.0,0.88,0.9942857142857143,1.0
12,0.04481823073390943,0.9208319749086933,0.8551530872632841,0.8721242408237369,0.8618787908507237,0.9871244635193133,0.9758422736683606,0.976577317681856,0.9758736491017403,0.999436052366566,0.8574442435201929,0.8258977149075082,0.5970246853032533,0.9392070724985675,0.8240307569118043,0.9569931056008621,0.8411910669975186,1.0,1.0,1.0,0.8787878787878788,0.9714285714285714,0.9565217391304348,1.0,1.0,0.9998388071730808,0.9971959341044515,0.9511278195488722,0.596614230578113,0.9549548413457052,0.7224364584034543,0.9694619760739939,0.7853638593622241,1.0,1.0,1.0,0.9354838709677419,1.0,0.88,0.997134670487106,1.0
13,0.044074954184996414,0.9078331923322948,0.8681582364023468,0.8515026987929898,0.8567453990511826,0.9892703862660944,0.9779832486354225,0.9781010230179028,0.9779904823707549,0.999436052366566,0.8592525617842074,0.8726877040261154,0.6385891777014877,0.9475863163821907,0.8208278260106509,0.9314228169528119,0.8754634359947453,1.0,1.0,1.0,0.9393939393939394,0.9714285714285714,0.9130434782608695,1.0,1.0,0.9997179466516238,0.9919972164231037,0.9479905437352246,0.5082264928306183,0.9478966866580482,0.7065588397750932,0.9752033791233887,0.7344304851468175,1.0,1.0,1.0,0.9117647058823529,1.0,0.9130434782608695,1.0,1.0
14,0.04346648628509767,0.9172317025359553,0.8583636424155975,0.8598675369712233,0.8564468433897112,0.9828326180257511,0.9666196122717862,0.9715639400921658,0.9689073672675642,0.999436052366566,0.8559373116335142,0.8269858541893362,0.5855062394419923,0.9461203207826581,0.8292629419797842,0.9496858166830819,0.8739746022478471,1.0,1.0,1.0,0.8484848484848485,0.9714285714285714,0.9130434782608695,1.0,1.0,0.9997985170857512,0.9926599091226844,0.9476309226932669,0.5866010618696003,0.9521596077706936,0.708408491419094,0.9705274764190928,0.7211543093896035,1.0,1.0,1.0,0.9032258064516129,1.0,0.875,0.9942857142857143,1.0
15,0.04277457488352152,0.9248168706023152,0.8669344858831474,0.8668460339657096,0.8647080929241711,0.98068669527897,0.9644786373047243,0.9746509740259741,0.9686148304653294,0.999436052366566,0.8592525617842074,0.8955386289445049,0.5823865184458613,0.9432180959917051,0.8018625262569036,0.9646850210100685,0.8890964822653628,1.0,1.0,1.0,0.7878787878787878,0.9714285714285714,0.9565217391304348,1.0,1.0,0.9998388071730808,0.9892435808466343,0.9309954751131222,0.6269266303949317,0.9546893634115416,0.7680298374175926,0.9656141162260214,0.6994304611427522,1.0,1.0,1.0,0.9285714285714286,1.0,0.88,0.9886363636363636,1.0
