epoch,train_loss,window_accuracy,window_balanced_accuracy,window_macro_precision,window_macro_f1,cell_accuracy,cell_balanced_accuracy,cell_macro_precision,cell_macro_f1,window_recall_AltBasket,window_recall_AltDTC,window_recall_ChC,window_recall_DTC,window_recall_ITC,window_recall_ITCperi,window_recall_L1,window_recall_L2IT,window_recall_L3IT,window_recall_L4IT,window_recall_L5ET,window_recall_L5IT,window_recall_L5NP,window_recall_L6CT,window_recall_L6IT,window_recall_MC,window_recall_NGC,window_recall_NMC,window_recall_OPC,window_recall_PV,window_recall_astrocyte,window_recall_microglia,window_recall_oligo,window_recall_thalamocortical,cell_recall_AltBasket,cell_recall_AltDTC,cell_recall_ChC,cell_recall_DTC,cell_recall_ITC,cell_recall_ITCperi,cell_recall_L1,cell_recall_L2IT,cell_recall_L3IT,cell_recall_L4IT,cell_recall_L5ET,cell_recall_L5IT,cell_recall_L5NP,cell_recall_L6CT,cell_recall_L6IT,cell_recall_MC,cell_recall_NGC,cell_recall_NMC,cell_recall_OPC,cell_recall_PV,cell_recall_astrocyte,cell_recall_microglia,cell_recall_oligo,cell_recall_thalamocortical,window_precision_AltBasket,window_precision_AltDTC,window_precision_ChC,window_precision_DTC,window_precision_ITC,window_precision_ITCperi,window_precision_L1,window_precision_L2IT,window_precision_L3IT,window_precision_L4IT,window_precision_L5ET,window_precision_L5IT,window_precision_L5NP,window_precision_L6CT,window_precision_L6IT,window_precision_MC,window_precision_NGC,window_precision_NMC,window_precision_OPC,window_precision_PV,window_precision_astrocyte,window_precision_microglia,window_precision_oligo,window_precision_thalamocortical,cell_precision_AltBasket,cell_precision_AltDTC,cell_precision_ChC,cell_precision_DTC,cell_precision_ITC,cell_precision_ITCperi,cell_precision_L1,cell_precision_L2IT,cell_precision_L3IT,cell_precision_L4IT,cell_precision_L5ET,cell_precision_L5IT,cell_precision_L5NP,cell_precision_L6CT,cell_precision_L6IT,cell_precision_MC,cell_precision_NGC,cell_precision_NMC,cell_precision_OPC,cell_precision_PV,cell_precision_astrocyte,cell_precision_microglia,cell_precision_oligo,cell_precision_thalamocortical
0,0.33920433787350074,0.5240136801276097,0.4233958883153709,0.3809445730674048,0.37762845367642073,0.8041002277904328,0.6967690604880283,0.6955568922100362,0.6757869584150851,0.19557922054678062,0.11674641148325358,0.0,0.23423828808559571,0.272165725047081,0.21165911467410248,0.24498611539648257,0.5402167380212926,0.4049785534454356,0.44124513301063595,0.5977531265456087,0.4064426122654347,0.4218186341584774,0.7992380137664457,0.08926072543047646,0.4455830185107451,0.7901427913403961,0.49976057129770357,0.0,0.9093111966507272,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.6666666666666666,0.6428571428571429,0.5,0.3333333333333333,0.8695652173913043,0.8367346938775511,0.8899082568807339,0.75,0.7777777777777778,1.0,1.0,0.0,0.875,1.0,1.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.3595163678236552,0.08384056548203417,0.0,0.10651600582029828,0.3774452192535715,0.13812908729030424,0.1745374610734567,0.652734456227906,0.4986533226811078,0.6479186393546763,0.6089222220622742,0.2402617374581318,0.05110622136484205,0.34323550221786814,0.2523536505384306,0.5098126000565025,0.5298696484833508,0.34441989267368783,0.0,0.937729715351188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.16666666666666666,0.9090909090909091,0.7454545454545455,0.9509803921568627,1.0,0.7,1.0,0.5862068965517241,0.0,0.8235294117647058,1.0,0.5,0.0,0.9714285714285714,0.0,0.0,0.0,0.0
1,0.3118559218208889,0.5198444306134502,0.41922897963731987,0.38475644813401094,0.3750275981369375,0.7835990888382688,0.6715303625032575,0.6823507660209944,0.666042690549954,0.4267305024833326,0.22447026657552974,0.0,0.22263886805659716,0.2574199623352166,0.12286510979435343,0.15828448009873497,0.49852392564291975,0.4457930562894352,0.4372841995281979,0.5475588214512824,0.3164187126210706,0.35265580296056726,0.8639513976348328,0.08088691995120893,0.42895709359078826,0.8017042837402119,0.43165872040973535,0.0,0.9283195103077442,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.6428571428571429,0.0,0.0,0.8260869565217391,0.8775510204081632,0.8807339449541285,0.75,0.5555555555555556,1.0,1.0,0.0,0.75,1.0,1.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.3741760828625235,0.07996104212320429,0.0,0.10684550231542578,0.4108135725663451,0.13259356780139175,0.13926341507555878,0.6855262103967786,0.4683666763273587,0.6560400938052989,0.5991835219892373,0.2941245249926922,0.03840110530165524,0.2672309878479028,0.28896433727209536,0.5356540864989311,0.5594843935838504,0.3691247685514884,0.0,0.9198621771004598,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.9344262295081968,0.671875,0.96,1.0,0.8333333333333334,1.0,0.5204081632653061,0.0,0.8571428571428571,1.0,0.8,0.0,0.8717948717948718,0.0,0.0,0.0,0.0
2,0.3010381049204121,0.5339096309621921,0.4396396951446985,0.38755541808089716,0.3912687140709208,0.8154897494305239,0.7636819730822396,0.8018024215855084,0.7648576171489547,0.3450042507494743,0.19726589200273412,0.0,0.22588870556472176,0.3338983050847458,0.22716974555594283,0.18173403270595495,0.514102798319261,0.49119214869611166,0.4256462790488862,0.6013142090016251,0.364469576553191,0.365219554670979,0.8155787372573248,0.10618793543414327,0.48726305999325087,0.8203132197144173,0.48216776665070477,0.0,0.9290982956011032,0.0,0.0,0.0,0.0,0.8571428571428571,0.5,0.0,0.6666666666666666,0.9285714285714286,0.5,0.3333333333333333,0.8405797101449275,0.9387755102040817,0.8440366972477065,0.75,0.7407407407407407,1.0,1.0,0.0,0.875,1.0,1.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.40023358422008826,0.06995346131471786,0.0,0.13017171833583036,0.4618269907009455,0.12149314940814615,0.1716784066067525,0.6802002361076567,0.4516888536374485,0.6736622484045165,0.48471869411188445,0.290964113893428,0.0556767109779455,0.33583608396717507,0.2763549963970631,0.5017416582620708,0.6087714500581117,0.34101986423407105,0.0,0.9200053048182977,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.25,0.9354838709677419,0.647887323943662,0.968421052631579,1.0,0.8333333333333334,1.0,0.5862068965517241,0.0,0.9333333333333333,1.0,0.6666666666666666,0.0,0.9444444444444444,0.0,0.0,0.0,0.0
3,0.2929097152338281,0.5308968553369616,0.4338701041287921,0.4012308936925622,0.38785028769116714,0.806378132118451,0.6978275113297447,0.6743947772324437,0.6764381679030582,0.40203141080137816,0.15898838004101162,0.0,0.34293285335733215,0.2424105461393597,0.24006622516556292,0.07939936233672734,0.47267475264170977,0.5388990768656948,0.44677737962108904,0.6243481947290327,0.3323194090269757,0.44744371190446575,0.7861606824608511,0.09665421945506657,0.5140949982304089,0.7698295716259788,0.3891861506110637,0.0,0.9254449493045497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.7142857142857143,0.5,0.0,0.782608695652174,0.9591836734693877,0.8440366972477065,0.8333333333333334,0.8518518518518519,1.0,1.0,0.0,0.9375,1.0,0.5,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.37828393398450655,0.07898132427843803,0.0,0.12786145701289986,0.49227474376625363,0.13501592746875765,0.14508551024243563,0.7139457877098546,0.41346664043450004,0.6496801111005602,0.5067614842002638,0.3260152568992596,0.026227715191950125,0.3854731028697263,0.38295727458712603,0.5303372503735906,0.6592899408284024,0.3424065356364369,0.0,0.9280920898811567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,0.4,0.0,0.9642857142857143,0.6025641025641025,0.968421052631579,1.0,0.8846153846153846,1.0,0.6144578313253012,0.0,0.8333333333333334,1.0,0.5,0.0,0.9714285714285714,0.0,0.0,0.0,0.0
4,0.28563840218820225,0.5310425132860559,0.440982232734578,0.3899838510924721,0.3884954977408632,0.8223234624145785,0.7741239551930332,0.7866714304214305,0.7691872512415012,0.38818291646158665,0.19070403280929596,0.0,0.2841357932103395,0.4375517890772128,0.20852213314743814,0.2371181734032706,0.5040813786931645,0.45929039878158706,0.4616456750116318,0.5795237758779057,0.3124220974510858,0.36447319318323174,0.8216698746128682,0.10454909414731611,0.4496078092463188,0.7998157531091663,0.41400345610126793,0.0,0.9203828448977163,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.8115942028985508,0.8979591836734694,0.8990825688073395,0.75,0.6666666666666666,1.0,1.0,0.0,0.9375,1.0,1.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.39764862263372597,0.045814312456895136,0.0,0.13378690145487077,0.35774886442374315,0.12711819389110227,0.16356864136218519,0.6850917596257646,0.479811345260902,0.6507224240541466,0.6151100178488398,0.33670809635020305,0.0290746712974448,0.3195119922874822,0.3701711621005776,0.5082623097249619,0.5148702742772424,0.35574996421926436,0.0,0.9289397663951456,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.6666666666666666,0.9333333333333333,1.0,0.3333333333333333,0.9333333333333333,0.676923076923077,0.9423076923076923,1.0,0.8571428571428571,1.0,0.5795454545454546,0.0,0.9375,1.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0
5,0.27991297441198243,0.5352310164371648,0.4427182376347998,0.4055829970561766,0.3916052214246586,0.8018223234624146,0.7459115038486845,0.7849717595173761,0.7381851843643403,0.2923620743657434,0.1598086124401914,0.0,0.3537823108844558,0.3584557438794727,0.21723597072150574,0.2547053378586856,0.5525575139465859,0.48370139558014486,0.4845582773510518,0.5670175934430862,0.2572813868654873,0.4988182609777336,0.8028103192896577,0.1256968817115789,0.31726709301464234,0.8080608014739751,0.5112115092336199,0.0,0.9235971943887775,0.0,0.0,0.0,0.0,0.8571428571428571,0.5,0.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.8260869565217391,0.8979591836734694,0.8807339449541285,0.75,0.5555555555555556,1.0,1.0,0.0,0.6875,1.0,1.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.5172782329889561,0.0654132393262828,0.0,0.13700698975739153,0.42495144113772854,0.1082313102370409,0.17266864214746383,0.6326843672125582,0.45570746170317905,0.6252873623754763,0.5636958781714478,0.37328798374051186,0.03103090709299986,0.36301705951668883,0.3775540021128818,0.6088130774697939,0.5908723475917818,0.3278981878396966,0.0,0.9250954565892994,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.9344262295081968,0.6376811594202898,0.9230769230769231,1.0,1.0,1.0,0.5795454545454546,0.0,0.9166666666666666,1.0,0.5,0.0,0.9714285714285714,0.0,0.0,0.0,0.0
6,0.2745881634827975,0.5440776440580137,0.44497204096741544,0.4042150985974768,0.3999775617122146,0.8200455580865603,0.7634488056179829,0.8523280135687314,0.7658377985319972,0.3581144570226856,0.15926179084073822,0.0,0.3694815259237038,0.3111864406779661,0.2320494945974207,0.1437827830916384,0.5336161041698108,0.4735997575606875,0.482499244953432,0.6242351444923337,0.3484259396905625,0.41087199900485133,0.8156896292247859,0.14738346641123692,0.3612928714289242,0.7853063104560111,0.518894047594262,0.0,0.9338057302724261,0.0,0.0,0.0,0.0,0.8571428571428571,0.5,0.0,0.6666666666666666,0.9285714285714286,0.5,0.3333333333333333,0.8260869565217391,0.8571428571428571,0.8899082568807339,0.75,0.8148148148148148,1.0,1.0,0.034482758620689655,0.8125,1.0,1.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.4337822823229723,0.08314302026834142,0.0,0.1275193263390392,0.47865129482648744,0.15540382819794585,0.1505654281098546,0.6623396256178358,0.4523046211159843,0.6485290003346298,0.5379397688663736,0.31570194843208466,0.055130858592602486,0.3486864158571395,0.35937813623341786,0.5588572301581239,0.6435284792209263,0.343779742610039,0.0,0.9206307676507842,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.890625,0.65625,0.9603960396039604,1.0,0.88,1.0,0.6071428571428571,1.0,0.9285714285714286,1.0,0.6666666666666666,0.0,0.918918918918919,0.0,0.0,0.0,0.0
7,0.2698407105679102,0.5352569669913136,0.43904994408851034,0.40475274940382755,0.39482981063813843,0.8154897494305239,0.7206290612957106,0.7486272372568723,0.7146479752140669,0.29410711888675106,0.1797676008202324,0.0,0.35223238838058096,0.3606779661016949,0.16861275705820844,0.1298981795742055,0.5266050819320556,0.46640816833991233,0.4486139793811067,0.6203349113262205,0.35715674278722453,0.44843886055479537,0.8258283233926605,0.12236681608309449,0.47037375408446297,0.7842929525564256,0.4308259249234869,0.0,0.9163574674100676,0.0,0.0,0.0,0.0,0.8571428571428571,0.5,0.0,0.6666666666666666,0.9285714285714286,0.25,0.0,0.8405797101449275,0.8979591836734694,0.8807339449541285,0.75,0.7407407407407407,1.0,1.0,0.0,0.9375,1.0,0.75,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.5272530381422211,0.0727524204702628,0.0,0.1264493664070072,0.4601081081081081,0.12413394919168591,0.1262431905642461,0.6722571486513892,0.4715193602362978,0.6494944958844697,0.5915534713238465,0.2991537721075241,0.03706102475532527,0.3372636550374432,0.3253352433249771,0.547425188704548,0.63243323552353,0.34621626595726884,0.0,0.938896554878746,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4,1.0,1.0,0.0,0.9206349206349206,0.6875,0.9504950495049505,1.0,0.8333333333333334,1.0,0.5795454545454546,0.0,0.8823529411764706,1.0,0.75,0.0,0.9714285714285714,0.0,0.0,0.0,0.0
8,0.26599765120138075,0.5393006493079783,0.4347791087919395,0.40662360963821115,0.3971353691493997,0.8200455580865603,0.7553947182122022,0.8278039647423809,0.7671538708587402,0.34104434202872613,0.15857826384142173,0.0,0.3063846807659617,0.3252165725047081,0.17357964447542698,0.1634783503034043,0.5438890521616877,0.41874009262425016,0.46469443061326104,0.6080972232035611,0.36102185273702386,0.36994651076004476,0.848125529707166,0.1025809879444141,0.4632295447624221,0.7606172270842929,0.4825425246195166,0.0,0.9342571281176214,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.6666666666666666,0.8571428571428571,0.25,0.3333333333333333,0.8840579710144928,0.8163265306122449,0.8899082568807339,0.75,0.7407407407407407,1.0,1.0,0.0,0.9375,1.0,1.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.4388530631045601,0.08738229755178907,0.0,0.1480050236692107,0.4994938246608625,0.14917995955964952,0.17055636031975965,0.6568732472731807,0.49172377293755876,0.6552667775482133,0.47541816735532627,0.30438240866165645,0.049801564043739636,0.2983662653153919,0.3215651317178447,0.5763189153764233,0.7137978732601366,0.3635950050200803,0.0,0.9186453161124172,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.8714285714285714,0.7142857142857143,0.941747572815534,1.0,0.8333333333333334,1.0,0.5795454545454546,0.0,0.8823529411764706,1.0,0.8,0.0,0.9444444444444444,0.0,0.0,0.0,0.0
9,0.26217188270469743,0.5468870008233022,0.44216115083753993,0.40888697240145794,0.4043025203350431,0.8200455580865603,0.7640745143708563,0.8707702343128367,0.7685587682406066,0.42690948140856416,0.17279562542720436,0.0,0.3210839458027099,0.307909604519774,0.1684384803067271,0.177722925023141,0.522768612437151,0.5314005532589439,0.46566986915247044,0.6279940648625733,0.3493121705222473,0.34593854957084214,0.8175589509619878,0.12653501058886038,0.46657942171411637,0.7980193459235375,0.4052591034956591,0.0,0.9270050000992083,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.6666666666666666,0.9285714285714286,0.25,0.3333333333333333,0.8115942028985508,0.9387755102040817,0.8532110091743119,0.75,0.7777777777777778,1.0,1.0,0.034482758620689655,0.9375,1.0,1.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.4290403813292562,0.10104724598289232,0.0,0.15673353834138723,0.5069453057174749,0.14658375673011298,0.151055553127322,0.6659325315183444,0.42811309592745733,0.651779007229136,0.5235503404726561,0.31707658852288,0.05429095736373575,0.3451162915111878,0.3910680420000925,0.5571795048210653,0.6524686476104395,0.3527418361059766,0.0,0.9292428789148254,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.9180327868852459,0.6301369863013698,0.96875,1.0,0.875,1.0,0.6,1.0,0.9375,1.0,0.8,0.0,0.9444444444444444,0.0,0.0,0.0,0.0
