root_id,cell_type,n_embeddings,n_skeleton_nodes,nearest_median_nm,nearest_p95_nm,nearest_p99_nm,nearest_max_nm,fraction_within_100nm,fraction_within_500nm,fraction_within_1000nm,fraction_finite_radius,embedding_center_x,skeleton_center_x,embedding_center_y,skeleton_center_y,embedding_center_z,skeleton_center_z
864691135919956656,L2IT,5133,63691,61.76208130803236,223.55193235076717,1294.4111893581398,4750.849464339246,0.74673680109098,0.9766218585622443,0.9865575686732905,1.0,739760.0,741273.1875,546344.0,552655.4375,855520.0,863265.8125
864691135920381616,L6CT,2386,25392,71.8256206401455,283.023767307615,1200.818958916305,4240.933524148899,0.6550712489522212,0.9740150880134115,0.9861693210393965,1.0,739452.0,736226.53125,941280.0,909761.9375,894180.0,884986.65625
864691135920800688,L4IT,3844,52013,59.168295607703236,204.5809983162308,1169.9969426930686,3105.748320906332,0.7684703433922997,0.9739854318418314,0.9862122788761707,1.0,741120.0,737285.625,698564.0,699507.8125,893260.0,903470.25
864691135927647956,L3IT,3554,38100,74.17554584654152,304.79662862629726,1076.1600971760492,5734.025906608397,0.644625773776027,0.9743950478334271,0.9876195835678109,1.0,1377368.0,1367322.5625,564656.0,578668.03125,773720.0,767846.6875
864691135927648212,L2IT,2703,24858,79.92629050608129,394.9864752528224,1348.9041231933763,3280.5500181943576,0.6130225675175731,0.9581945985941547,0.9792822789493155,1.0,1394752.0,1393737.6875,453144.0,459538.828125,798640.0,794932.84375
864691135928366606,L2IT,4013,45831,67.20326123271474,255.13662541853637,1290.9477997441386,5038.066673307083,0.689010715175679,0.9733366558684277,0.9843010216795415,1.0,689664.0,691997.3125,474104.0,491664.96875,882120.0,879583.125
864691135937286404,L2IT,5259,66493,66.9206911668581,257.80104155428677,909.8399849311706,3148.393263336872,0.7001331051530709,0.9828864803194524,0.9914432401597262,1.0,1286280.0,1285635.5,594504.0,593459.6875,871360.0,904640.125
864691135938816260,L3IT,4446,49853,67.73637469221651,272.57291167151436,1233.9271573849812,3873.6100828837625,0.6828609986504723,0.9768331084120557,0.9867296446243815,1.0,707776.0,707940.9375,564992.0,586624.4375,883140.0,877118.4375
864691135938925109,L6CT,1484,15986,81.55526376209416,295.2782303653668,1356.4591648165047,5716.295267560757,0.5869272237196765,0.9703504043126685,0.9845013477088949,1.0,713744.0,709284.28125,964528.0,973391.59375,950020.0,933844.375
864691135939094020,astrocyte,2089,34950,560.5870702052001,2524.5679671555063,3204.6090017869788,4139.80893326084,0.2077549066539014,0.4796553374820488,0.614169459071326,1.0,739280.0,739462.625,557592.0,558039.84375,835600.0,835577.75
864691135939102980,astrocyte,2049,32848,436.33927274255296,2432.3640998594506,3090.5962241874095,4336.176259642532,0.25866276232308444,0.5217179111761835,0.6661786237188873,1.0,703552.0,704596.46875,673672.0,674151.75,869440.0,868990.15625
864691135939209988,L6CT,1807,17924,78.88730589423118,252.2139324786347,812.9787433861585,5630.386915684614,0.6391809629219701,0.9850581073602657,0.9922523519645822,1.0,791440.0,805772.375,994064.0,1007618.1875,910720.0,904117.4375
864691135939462453,L6IT,3765,50565,59.54180516662222,206.91898177897178,897.4390151088352,4739.287575845393,0.7559096945551129,0.9856573705179282,0.9915006640106242,1.0,762736.0,762056.3125,922864.0,921733.375,880040.0,872845.0
864691135941829121,PV,11482,106080,87.03005488216482,292.8366278286199,648.7695230107828,6889.857621385855,0.5676711374325031,0.9839749172618011,0.9941647796551123,1.0,680680.0,675382.8125,812624.0,811046.65625,833300.0,835662.5
864691135943534196,microglia,584,7622,87.16116188991677,1183.390565495614,3128.8729294741074,5418.590238417646,0.5684931506849316,0.9058219178082192,0.9417808219178082,1.0,685068.0,685227.625,587724.0,588093.34375,835740.0,835089.5625
864691135947139108,L2IT,3807,41861,69.92705462658927,266.84031819047453,1188.091261653468,4743.028239826225,0.6771736275282375,0.9747832939322301,0.983451536643026,1.0,819336.0,818553.5625,471032.0,491411.46875,801160.0,807673.0625
864691135948150625,L6CT,2755,26396,77.99411536295543,271.686717508484,1125.8417116617904,3912.2926163088823,0.6232304900181488,0.981125226860254,0.9894736842105263,1.0,794112.0,794050.28125,926160.0,922997.84375,898760.0,888864.25
864691135948823905,L1,3241,40531,71.52526323789378,237.80938729894578,1624.9797089650012,5277.396857430784,0.6763344646713977,0.9787102746066029,0.9858068497377352,1.0,759944.0,764057.375,407040.0,405434.125,945520.0,947969.25
864691135954940424,ITC,2621,30592,68.34554324350637,223.3310082765322,617.3632006112559,3764.2247863520984,0.6921022510492179,0.9870278519648988,0.9931323922167111,1.0,785888.0,800943.96875,688616.0,679511.78125,841440.0,847620.625
864691135975539779,L2IT,9001,123486,62.58147814050096,264.62681565272254,1273.281399941702,3950.106359822005,0.7362515276080436,0.9695589378957894,0.9854460615487168,1.0,1323192.0,1322367.5,540552.0,562592.5,799680.0,829197.5625
864691135975633475,L5IT,6625,87006,59.26928088183625,208.71052918563538,1024.824836419589,4045.596235221392,0.7515471698113207,0.9812830188679246,0.9895849056603774,1.0,1294136.0,1297837.125,709392.0,715230.0625,912880.0,912793.21875
864691135977309763,L4IT,5657,72617,62.298424939961365,233.60809983954385,1331.8469460562994,5097.058867391689,0.7426197631253314,0.9757822167226445,0.9840905073360439,1.0,664952.0,669399.125,650856.0,651429.0,753960.0,751391.75
864691135977768259,PV,12670,142664,74.98859167819228,235.14620439698638,465.2938531527235,5226.2180589044265,0.6468823993685873,0.9913180741910024,0.9959747434885556,1.0,707456.0,703867.5,866556.0,865802.125,900240.0,901261.46875
864691135989943040,L3IT,3829,40792,69.61445863872318,255.29311684151602,736.4886952153968,3419.4633367999063,0.6738051710629407,0.9845912770958475,0.9937320449203447,1.0,704064.0,704437.4375,639056.0,696853.1875,891400.0,891941.28125
